client_name,invoice_number,invoice_date,due_date,item_description,item_quantity,item_total_price,tax,discount,total,payment_due_date,bank_name,account_number,payment_method
"Cruz, Nichols and Fischer",56418581,01/25/2013,,"24""x24"" Marble Black Top
Coffee Table Inlaid Floral Art
Christmas Gift Home Deco","5,00","750,00","3 956,67",,"43 523,40",,,GB80E)HH36308848007839,
"Cruz, Nichols and Fischer",56418581,01/25/2013,,"6'x3'' Elegant Marble Black Top
Dining Table Italian Inlay
Furniture Decor E964B","4,00","21 877,52","3 956,67",,"43 523,40",,,GB80E)HH36308848007839,
"Cruz, Nichols and Fischer",56418581,01/25/2013,,"54 Inches Marble Dinning Table
Top Hand Crafted Reception
Table Home Furniture","2,00","904,00","3 956,67",,"43 523,40",,,GB80E)HH36308848007839,
"Cruz, Nichols and Fischer",56418581,01/25/2013,,"15""x15"" White Marble Coffee
Table Top With 15"" Tall Stand
Semi Precious Art Deco","4,00","575,99","3 956,67",,"43 523,40",,,GB80E)HH36308848007839,
"Cruz, Nichols and Fischer",56418581,01/25/2013,,"25 Inches Black Marble Center
Table Top with Multi Stones
Coffee Table for Home","1,00","731,25","3 956,67",,"43 523,40",,,GB80E)HH36308848007839,
Perez Inc,33145095,08/06/2020,,Fashion Sexy Backless Tight-fitting Halter Dress Cocktail Party Weeding Elegant,"4,00","38,72","15,20",,"167,16",,,GB08QDAN93727942716387,
Perez Inc,33145095,08/06/2020,,Hanna Anderson Women's L Large Coral Short Sleeve Casual Fall Tee Shirt Dress,"4,00","105,60","15,20",,"167,16",,,GB08QDAN93727942716387,
Perez Inc,33145095,08/06/2020,,Sexy Lingerie Lace Dress Babydoll Women's Underwear Nightwear Sleepwear G-string,"4,00","22,84","15,20",,"167,16",,,GB08QDAN93727942716387,
Thompsonberg,59612541,08/24/2016,,Red Traditional Oriental Medallion 8x10 Area Rug Carpet 2x3 Mat 5x7 Rugs,"5,00","219,89","1,917,26",,"21,089,90",,,GB411FVA68767399081692,
Thompsonberg,59612541,08/24/2016,,Sheepskin Shaggy Faux Fur Silky Plush Soft Fabric Rectangular Rug Doormat Carpet,"2,00","19,78","1,917,26",,"21,089,90",,,GB411FVA68767399081692,
Thompsonberg,59612541,08/24/2016,,YILONG 5.6'x8.2'' Handknotted Silk Rug Red Medallion Indoor Durable Carpet 1842,"1,00","630,00","1,917,26",,"21,089,90",,,GB411FVA68767399081692,
Thompsonberg,59612541,08/24/2016,,Galaxy Butterfly Area Rugs Children Bedroom Non-Slip Doormat Floor Mat Carpet,"4,00","60,24","1,917,26",,"21,089,90",,,GB411FVA68767399081692,
Thompsonberg,59612541,08/24/2016,,YILONG 9'x12'' Oversize Handmade Silk Carpet Antistatic Luxurious Area Rug T/107A,"2,00","17,160,00","1,917,26",,"21,089,90",,,GB411FVA68767399081692,
"Lawrence, Smith and Mccormick",42461657,02/15/2021,,Our Family Tree A History of Our Family,"5,00","24,70","21,58",,"237,36",,,GB69FIFT84145805462215,
"Lawrence, Smith and Mccormick",42461657,02/15/2021,,Astronomy: A Visual Guide,"4,00","22,09","21,58",,"237,36",,,GB69FIFT84145805462215,
"Lawrence, Smith and Mccormick",42461657,02/15/2021,,Bobby Fischer S Chess Games,"3,00","44,65","21,58",,"237,36",,,GB69FIFT84145805462215,
"Lawrence, Smith and Mccormick",42461657,02/15/2021,,The Messiah,"3,00","14,82","21,58",,"237,36",,,GB69FIFT84145805462215,
"Lawrence, Smith and Mccormick",42461657,02/15/2021,,"Cambridge Star Atlas 2000.0 by Tirion, Wil Hardback Book The Fast Free Shipping","5,00","112,04","21,58",,"237,36",,,GB69FIFT84145805462215,
"Lawrence, Smith and Mccormick",42461657,02/15/2021,,CCNA 200-301 50 GB AUG 2020 Cisco Video/Official Books/Exam Dumps/Licences,"1,00","2,19","21,58",,"237,36",,,GB69FIFT84145805462215,
"Lawrence, Smith and Mccormick",42461657,02/15/2021,,[NEW] A Divine Revelation Of Hell by Mary K. Baxter,"1,00","16,89","21,58",,"237,36",,,GB69FIFT84145805462215,
Kaufman-Hopkins,30955348,02/08/2014,,Custom Build HP EliteDesk 800 G1 Tower i5-4570 3.20GHz Desktop Computer PC,"2,00","274,98","477,82",,"5,256,04",,,GB43UOL003291966936224,
Kaufman-Hopkins,30955348,02/08/2014,,GAMING PC Desktop Computer RGB BUNDLE Intel CORE i7 16GB RAM Nvidia GTX 1650 1TB,"1,00","626,99","477,82",,"5,256,04",,,GB43UOL003291966936224,
Kaufman-Hopkins,30955348,02/08/2014,,Dell Desktop Computer Optiplex 790 Tower PC Core i5 8GB 500GB Windows 10 Pro,"5,00","824,73","477,82",,"5,256,04",,,GB43UOL003291966936224,
Kaufman-Hopkins,30955348,02/08/2014,,HP ProDesk 400 G5 Mini Desktop Computer i5-9500T 8GB 256GB SSD W10P,"1,00","220,55","477,82",,"5,256,04",,,GB43UOL003291966936224,
Kaufman-Hopkins,30955348,02/08/2014,,Ryzen Gaming Computer,"4,00","3,308,80","477,82",,"5,256,04",,,GB43UOL003291966936224,
Barrett-Smith Love Inc,96609211,03/16/2013,,Metal Storage Shelf Wine Glass Rack Wine Glasses for The Cabinet,"3,00","73,99","24,65",,"271,12",,,GB351F90264910982805,
Barrett-Smith Love Inc,96609211,03/16/2013,,TWO NEW CORK CAGE ORNAMENTS: Wine Barrel & Wine Bottle Bar Tree Decorations!,"3,00","38,78","24,65",,"271,12",,,GB351F90264910982805,
Barrett-Smith Love Inc,96609211,03/16/2013,,NEW Wall Mounted Metal Relax Glass and Bottle Holder Wine Cork Storage Rack,"4,00","158,36","24,65",,"271,12",,,GB351F90264910982805,
Williams and Sons,89305462,08/23/2015,,R&M; RICHARDS WOMAN'S BLUE PRINT LONG DRESS WITH SHRUG JACKET SIZE 18W NWT,"1,00","32,99","48,97",,"538,67",,,GB57XKIU44160249447035,
Williams and Sons,89305462,08/23/2015,,Xhilaration Womens L Burgandy Boho Embroidered Festival Mini Dress NEW,"5,00","82,23","48,97",,"538,67",,,GB57XKIU44160249447035,
Williams and Sons,89305462,08/23/2015,,Jams World Hawaiian D Dress Rayon SZ.L,"5,00","357,50","48,97",,"538,67",,,GB57XKIU44160249447035,
Williams and Sons,89305462,08/23/2015,,NWT Boohoo Sabra Emerald Green Floral Ruffle Dress Sz 12,"4,00","21,96","48,97",,"538,67",,,GB57XKIU44160249447035,
Williams and Sons,89305462,08/23/2015,,J crew Mercantile Women's Maxi Dress Size 2 Floral Tiered Lined Pink,"2,00","44,00","48,97",,"538,67",,,GB57XKIU44160249447035,
Kelly-Franklin,26120082,12/29/2012,,nike kd trey 5 Kids 4.5,"1,00","5,23","42,85",,"471,35",,,GB77NUVY18743620137307,
Kelly-Franklin,26120082,12/29/2012,,Egyptian Comfort 1800 Count Piece Bed Sheet Set Deep Pocket Bed Sheets,"3,00","75,87","42,85",,"471,35",,,GB77NUVY18743620137307,
Kelly-Franklin,26120082,12/29/2012,,Under Armour Kids' Grade School Curry 3Zer0 2 Basketball Shoes,"1,00","49,49","42,85",,"471,35",,,GB77NUVY18743620137307,
Kelly-Franklin,26120082,12/29/2012,,Skechers Hypno Splash Light Up Shoes Size 4 Medium Big Kid New,"4,00","109,96","42,85",,"471,35",,,GB77NUVY18743620137307,
Kelly-Franklin,26120082,12/29/2012,,Nike Dangeruss Wilson Youth Flex Shoes Green Blue Sneakers Kids Size 12.5,"3,00","65,83","42,85",,"471,35",,,GB77NUVY18743620137307,
Kelly-Franklin,26120082,12/29/2012,,DC Kids Pixie 3 Sneaker (Toddler/Little Kid/Big Kid) Color WHITE/BATTLESHIP,"2,00","121,00","42,85",,"471,35",,,GB77NUVY18743620137307,
Kelly-Franklin,26120082,12/29/2012,,Boys Slip-On Black Dress Shoes Loafers 3.5 W Wide Width,"2,00","43,98","42,85",,"471,35",,,GB77NUVY18743620137307,
Daniels-Farrell,61965030,10/11/2016,,The Messiah,"4,00","19,76","3,41",,"37,55",,,GB03KSUY06739458306295,
Daniels-Farrell,61965030,10/11/2016,,"The Wim Hof Method Activate Your Potential, Transcend Your Limits00O","1,00","4,64","3,41",,"37,55",,,GB03KSUY06739458306295,
Daniels-Farrell,61965030,10/11/2016,,The Last Kings of Shanghai by Jonathan Kaufman,"4,00","13,16","3,41",,"37,55",,,GB03KSUY06739458306295,
Wilson Group,91327263,08/30/2012,,Valentine's Day Roses Area Rugs Floor Mat Non-slip Romantic Bedroom Carpet Decor,"5,00","65,56","154,96",,"1,704,60",,,GB07EMTP29804353834598,
Wilson Group,91327263,08/30/2012,,Bohemian Rag Rug- Woven Chindi Dari Living Room Rug / Hand-Woven Carpet Rug-Mats,"4,00","102,92","154,96",,"1,704,60",,,GB07EMTP29804353834598,
Wilson Group,91327263,08/30/2012,,Hippie 3D Starry Sky Carpet Child Play Area Rug Kids Room Carpets Mat Home Decor,"5,00","64,29","154,96",,"1,704,60",,,GB07EMTP29804353834598,
Wilson Group,91327263,08/30/2012,,6'8 X 5'' Handwoven Afghan Kilim Wool Area Rug Kelim Tapis Oriental Carpet #4434,"3,00","854,70","154,96",,"1,704,60",,,GB07EMTP29804353834598,
Wilson Group,91327263,08/30/2012,,Modern Tribal Geometric 4X6 Indo Gabbeh Wool & Bamboo Silk Oriental Rug Carpet,"2,00","404,29","154,96",,"1,704,60",,,GB07EMTP29804353834598,
Wilson Group,91327263,08/30/2012,,Pretty Woman Small Large Long Floor Carpet Area Rugs Various Size Soft Rug,"5,00","199,65","154,96",,"1,704,60",,,GB07EMTP29804353834598,
Wilson Group,91327263,08/30/2012,,New Candy Color Soft Anti-Skid Carpet Soft Non slip Rug Living Bedroom Floor Mat,"1,00","13,19","154,96",,"1,704,60",,,GB07EMTP29804353834598,
"Williams, Kelley and Watts",61942465,08/27/2012,,DESIGNER MICHAEL KORS DRESS SIZE S,"2,00","44,00","4,00",,"44,00",,,GB60ZVVK77498620703333,
Mitchell-Gibbs,94623559,10/08/2012,,Working Super Nintendo SNES Original System Console w/ Mario World!,"3,00","280,50","25,50",,"280,50",,,GB75WHGN51749520343417,
Ashley-Cook,93559969,11/14/2017,,UGG Australia Girl's Classic Short RED Hearts Boots 3 YOUTH - NEW,"1,00","87,99","15,99",,"175,94",,,GB56FEE/56494618783706,
Ashley-Cook,93559969,11/14/2017,,Under Armour KIDS' LOCKDOWN 4 BASKETBALL Black/Red/White Youth Sneakers: Sz 12k,"4,00","87,96","15,99",,"175,94",,,GB56FEE/56494618783706,
Brown and Sons,50047409,08/05/2014,,"36"" Round Marble Dining Table
Lapis Mosaic Floral Inlay
Furniture Decorates B397","3,00","4,917,00","3,854,75",,"42,402,27",,,GB74DTTK24829655980620,
Brown and Sons,50047409,08/05/2014,,"Vintage Art from India Marble
Dinning Table Top Round
Hallway Table 50 Inches","1,00","3,300,00","3,854,75",,"42,402,27",,,GB74DTTK24829655980620,
Brown and Sons,50047409,08/05/2014,,"36"" Marble White Top Counter
Table Lapis Inlaid Pietradura Art
Christmas Gifts","1,00","3,520,00","3,854,75",,"42,402,27",,,GB74DTTK24829655980620,
Brown and Sons,50047409,08/05/2014,,"6'x3"" Marble Counter Height
Dining Table Top Multi Inlay
Furniture Decor E955A","4,00","24,065,27","3,854,75",,"42,402,27",,,GB74DTTK24829655980620,
Brown and Sons,50047409,08/05/2014,,"18""x14"" Modern Top Oval
Coffee Table With 15"" Tall Stand
Christmas Gift Décor","5,00","6,600,00","3,854,75",,"42,402,27",,,GB74DTTK24829655980620,
Jones Inc,42981942,09/21/2013,,Fila Shoes Sneakers Kids size 11 Red black Gray,"1,00","16,50","1,50",,"16,50",,,GB57X0QD57759329745366,
Arroyo-Fletcher,89559338,05/16/2012,,Presale Microsoft Xbox Series X 1TB Black Console Confirmed Order Free Shipping,"4,00","2,882,00","273,00",,"3,002,98",,,GB80WWW085876144518420,
Arroyo-Fletcher,89559338,05/16/2012,,Nintendo 2DS Console Blue Japan model Combine Shipping available,"2,00","120,98","273,00",,"3,002,98",,,GB80WWW085876144518420,
Brooks PLC,21686737,03/19/2014,,Zara Yellow Shift Dress XS,"3,00","81,68","48,91",,"538,00",,,GB39XETK44764764593929204,
Brooks PLC,21686737,03/19/2014,,Vintage AGB Black Velvet Maxi Dress L Mandarin Collar,"4,00","307,82","48,91",,"538,00",,,GB39XETK44764764593929204,
Brooks PLC,21686737,03/19/2014,,Lilly Pulitzer dress size 0,"3,00","148,50","48,91",,"538,00",,,GB39XETK44764764593929204,
Turner-Green,14878236,04/26/2015,,Cabi 5610 Striped White Blue Launch Maxi Dress Womens Sz M,"3,00","161,67","51,68",,"568,49",,,GB17VARZ09653710676977,
Turner-Green,14878236,04/26/2015,,Boden black blue floral short sleeve dress size 6,"2,00","81,38","51,68",,"568,49",,,GB17VARZ09653710676977,
Turner-Green,14878236,04/26/2015,,Ann Taylor LOFT 3/4 Knit Sleeve Dress Size 0,"4,00","35,20","51,68",,"568,49",,,GB17VARZ09653710676977,
Turner-Green,14878236,04/26/2015,,Divided Black Asymmetrical Dress -size 8 NWT,"2,00","17,58","51,68",,"568,49",,,GB17VARZ09653710676977,
Turner-Green,14878236,04/26/2015,,Women Elegant Fashion O-Neck Knee Length Short Sleeve Retro Floral Print Dress,"4,00","52,80","51,68",,"568,49",,,GB17VARZ09653710676977,
Turner-Green,14878236,04/26/2015,,Vintage 90s Sostanza Plus Size Dress 22W Floral Cottagecore,"3,00","164,87","51,68",,"568,49",,,GB17VARZ09653710676977,
Turner-Green,14878236,04/26/2015,,Matilda Jane Women's Light Rising High Low Green Floral Dress Size L Pockets,"1,00","55,00","51,68",,"568,49",,,GB17VARZ09653710676977,
Bryant LLC,33907816,02/11/2013,,"12"" Marble Coffee Table Top
Multi Stone Peacock & Floral
Inlay Home Decors W364","3,00","872,09","2,174,35",,"23,917,86",,,GB49FGM023335432500964,
Bryant LLC,33907816,02/11/2013,,"4'x2"" Marble Black Center Top
Table Mosaic Gemstone Patio Art
Black Friday Gift","2,00","723,60","2,174,35",,"23,917,86",,,GB49FGM023335432500964,
Bryant LLC,33907816,02/11/2013,,"30 Inches Marble Island Table Top
Elephant Design Coffee Table with
Multi Stones","2,00","638,35","2,174,35",,"23,917,86",,,GB49FGM023335432500964,
Bryant LLC,33907816,02/11/2013,,"36 Inches Marble Dinning Table Top
Hand Inlaid Office Table with
Multi Gemstones","1,00","596,37","2,174,35",,"23,917,86",,,GB49FGM023335432500964,
Bryant LLC,33907816,02/11/2013,,"48 Inch Marble Dinning Table Top
Lapis Lazuli Stone Hall Table with
Geometrical Art","2,00","480,00","2,174,35",,"23,917,86",,,GB49FGM023335432500964,
Bryant LLC,33907816,02/11/2013,,Fur Giant Removable Washable Bean Bag Bed Cover Indoor Furniture Lazy Sofa Chair,"5,00","879,95","2,174,35",,"23,917,86",,,GB49FGM023335432500964,
Bryant LLC,33907816,02/11/2013,,25 Inches Black Marble Center Table Top with Multi Stones Coffee Table for Home,"4,00","217,50","2,174,35",,"23,917,86",,,GB49FGM023335432500964,
Melendez-Rogers,17794459,10/28/2020,,Checkered Modern Kashkoli Oriental Area Rug Foyer Hand-knotted Wool Carpet 4'x6'',"4,00","3,546,40","2,685,74",,"29,543,09",,,GB77ZFCP89354388475267,
Melendez-Rogers,17794459,10/28/2020,,Soft Sheepskin Mat Faux Fur Rug Small Shaggy Non Slip Floor Carpet Light Pink,"1,00","8,92","2,685,74",,"29,543,09",,,GB77ZFCP89354388475267,
Melendez-Rogers,17794459,10/28/2020,,Cotton Linen Kitchen Mat Bathroom Doormat Absorbent Rug Hand-woven Tassel Carpet,"3,00","67,72","2,685,74",,"29,543,09",,,GB77ZFCP89354388475267,
Melendez-Rogers,17794459,10/28/2020,,Pond Scenery Fish Area Rugs Kitchen Rug Bedroom Floor Mat Non-slip Carpet Decor,"1,00","15,10","2,685,74",,"29,543,09",,,GB77ZFCP89354388475267,
Melendez-Rogers,17794459,10/28/2020,,Indian Rectangular Beautifully Made Chindi Rag Rug Floor Carpet Ethnic Mat,"5,00","164,94","2,685,74",,"29,543,09",,,GB77ZFCP89354388475267,
Melendez-Rogers,17794459,10/28/2020,,Yilong 9'x12'' Oversized Handwoven Silk Carpet Luxurious Villa Area Rug HF058A,"3,00","25,740,00","2,685,74",,"29,543,09",,,GB77ZFCP89354388475267,
Harris-Mejia,54011206,01/27/2020,,New Nintendo Switch 32GB Console - AW1134,"2,00","659,98","251,50",,"2,766,45",,,GB71FWNR86157362054896,
Harris-Mejia,54011206,01/27/2020,,"""New"" Nintendo 3DS XL New Black Handheld Console (RED-001) w/ Charger & Stylus","3,00","412,47","251,50",,"2,766,45",,,GB71FWNR86157362054896,
Harris-Mejia,54011206,01/27/2020,,"Nintendo Switch Gaming Console W/ Neon Blue & Red Controllers,Carry Case,Cable","4,00","1,320,00","251,50",,"2,766,45",,,GB71FWNR86157362054896,
Harris-Mejia,54011206,01/27/2020,,Nintendo Gameboy Pocket Console Clear Purple with Box MGB-001 Japan Tested 53,"4,00","374,00","251,50",,"2,766,45",,,GB71FWNR86157362054896,
Reeves-Holder,24119502,07/14/2019,,QcoQce Wine Bottle Opener,"5,00","165,00","29,99",,"329,91",,,GB96MICZ54927245864726,
Reeves-Holder,24119502,07/14/2019,,"NIB Set Of 4 Riedel Wine Glasses, Viognier Chardonnay 448/5","3,00","82,47","29,99",,"329,91",,,GB96MICZ54927245864726,
Reeves-Holder,24119502,07/14/2019,,Waring Pro WO50B Cordless Wine Opener Black Brushed Stainless W Charger,"5,00","82,45","29,99",,"329,91",,,GB96MICZ54927245864726,
Reeves LLC,83505253,05/19/2014,,Oomphies Boys Ankle Boots Shoes Gray Green Kids Size 2 EUC,"2,00","26,38","37,38",,"411,18",,,GB80FVCF10153644817696,
Reeves LLC,83505253,05/19/2014,,"PRIMIGI Armad Blue boys everyday casual sneakers shoes NEW Size 34/ US 2,5","1,00","49,50","37,38",,"411,18",,,GB80FVCF10153644817696,
Reeves LLC,83505253,05/19/2014,,Lotto Youth Boys Fuerzapura L500 Jr Soccer Cleats Size 1.5 Black Yellow N1385,"2,00","43,98","37,38",,"411,18",,,GB80FVCF10153644817696,
Reeves LLC,83505253,05/19/2014,,"INC International Concepts Children Shoes nvyzc7, Black, Size Little Kid 2.5","2,00","161,66","37,38",,"411,18",,,GB80FVCF10153644817696,
Reeves LLC,83505253,05/19/2014,,Adidas Baseball Youth Cleats Spikes Kids Shoes Black White Size 12K,"4,00","52,76","37,38",,"411,18",,,GB80FVCF10153644817696,
Reeves LLC,83505253,05/19/2014,,Harry Potter Hogwarts Adult Child Robe Cloak Halloween COS Costumes Party Xmas.,"4,00","76,91","37,38",,"411,18",,,GB80FVCF10153644817696,
"Williams, Moore and Wang",14037981,04/13/2021,,NWT $1200 J.Crew Silk Chiffon Ivory Wedding Dress with Beading,"1,00","324,50","50,49",,"555,37",,,GB15MMZE07897468550427,
"Williams, Moore and Wang",14037981,04/13/2021,,Vintage AGB Black Velvet Maxi Dress LI Mandarin Collar,"3,00","230,87","50,49",,"555,37",,,GB15MMZE07897468550427,
Mccarty-Carroll,94695871,09/05/2020,,Blue Shiny Stone Floral Art,"1,00","3 960,00","396,00",,"4 356,00",,,GB52XZMH33906981135485,
Mccarty-Carroll,94695871,09/05/2020,,Dinning Table Top Marble Kitchen Table Top 48 Inches,,"4 356,00","396,00",,"4 356,00",,,GB52XZMH33906981135485,
"Anderson, Webb and Perkins",62788012,03/12/2013,,VINTAGE ANTIQUE BRASS TABLE TOP WINE BOTTLE OPENER/WOOD HANDLE,"2,00","132,00","19,99",,"219,89",,,GB44TFDA45632987322948,
"Anderson, Webb and Perkins",62788012,03/12/2013,,Wall Mounted Upside Down Wine Bottle Rack Goblet Glass Holder Storage Organizer,"5,00","82,39","19,99",,"219,89",,,GB44TFDA45632987322948,
"Anderson, Webb and Perkins",62788012,03/12/2013,,Wine spoon,"1,00","5,50","19,99",,"219,89",,,GB44TFDA45632987322948,
Matthews-Rodriguez,35806662,01/27/2021,,HP XW9400 AMD Dual Core 2216 2.6GHz /8GB/250GB/ PC Computer / Desktop,"2,00","495,00","277,97",,"3,057,69",,,GB23VLPX06689426136798,
Matthews-Rodriguez,35806662,01/27/2021,,SAMA RGB Gaming PC Desktop Computer i5 3.7GHz Nvidia GTX 1060 16GB Windows 10,"4,00","1,760,00","277,97",,"3,057,69",,,GB23VLPX06689426136798,
Matthews-Rodriguez,35806662,01/27/2021,,Dell Desktop Computer PC Optiplex 790 Quad Core i5 8GB 480GB SSD Windows 10 Wifi,"2,00","318,98","277,97",,"3,057,69",,,GB23VLPX06689426136798,
Matthews-Rodriguez,35806662,01/27/2021,,CLEARANCE!!! Fast HP Desktop Computer PC Core 2 Duo WINDOWS 10 + LCD + KB + MS,"1,00","98,99","277,97",,"3,057,69",,,GB23VLPX06689426136798,
Matthews-Rodriguez,35806662,01/27/2021,,"Dell Desktop ComputerIIntel Core 2 Duo 8GB 1TB HD [Windows 10 PC 22"" LCD Wifi","5,00","384,73","277,97",,"3,057,69",,,GB23VLPX06689426136798,
"Fleming, Hopkins and Ward",72481334,08/18/2013,,Nintendo Switch Lite Yellow CONSOLE ONLY No Accessories or Charger [B1-2],"2,00","297,00","121,00",,"1,330,97",,,GB93NTNZ64784784890692077,
"Fleming, Hopkins and Ward",72481334,08/18/2013,,Microsoft Xbox One S 1TB Console System Model 1681 w/ One Controller & Cables,"2,00","483,98","121,00",,"1,330,97",,,GB93NTNZ64784784890692077,
"Fleming, Hopkins and Ward",72481334,08/18/2013,,Sony PlayStation 5 Console - White - Disc Version CONFIRMED PRE ORDER PS5,"1,00","549,99","121,00",,"1,330,97",,,GB93NTNZ64784784890692077,
"Robinson, Stephens and Bennett",75658283,07/07/2017,,LL Bean HIGH TOP Black Canvas SNEAKER Shoes Kid's Boy's 6 M EXCL CND,"4,00","74,76","6,80",,"74,76",,,GB07NDT587131724772671,
Jaclynshire,47433391,11/23/2018,,"Dell Desktop Computers Core i5 16GB 2TB HD 512GB SSD Windows 10 PC 22"" LCD","3,00","428,83","38,98",,"428,83",,,GB33CIDW47315579633805,
Watson-Hartman,83237973,05/03/2018,,B310 Nintendo 3DS consoleCosmo Black Japan x,"5,00","65,95","7,39",,"81,33",,,GB85BHPR83135456968344,
Watson-Hartman,83237973,05/03/2018,,B401 Nintendo 3DS consoleAqua Blue Japan X,"1,00","15,39","7,39",,"81,33",,,GB85BHPR83135456968344,
Contreras-Gray,40122783,12/03/2019,,Tea with Jane Austen,"5,00","26,90","12,91",,"142,02",,,GB89GMXK96405554903257,
Contreras-Gray,40122783,12/03/2019,,Michael Jackson: A Life in Music (Paperback or Softback),"2,00","27,13","12,91",,"142,02",,,GB89GMXK96405554903257,
Contreras-Gray,40122783,12/03/2019,,Most famous bracelet in the world,"4,00","88,00","12,91",,"142,02",,,GB89GMXK96405554903257,
Simpson-Pitts,91059347,12/03/2019,,Leed's Wine Companion Bottle Corkscrew Opener Gift Box Set with Foil Cutter,"4,00","33,00","18,71",,"205,81",,,GB43GWNQ35698576247255,
Simpson-Pitts,91059347,12/03/2019,,confetti wine glass,"2,00","33,00","18,71",,"205,81",,,GB43GWNQ35698576247255,
Simpson-Pitts,91059347,12/03/2019,,Cuisinart Stainless Steel Electric Wine Opener - CWO-25 - Brand New in the Box,"4,00","87,56","18,71",,"205,81",,,GB43GWNQ35698576247255,
Simpson-Pitts,91059347,12/03/2019,,Wine Rack Holder Iron Art Hanging Racks Glass Cup Stemware Shelf Mounted 2 Color,"2,00","41,25","18,71",,"205,81",,,GB43GWNQ35698576247255,
Simpson-Pitts,91059347,12/03/2019,,Wine Bottle Holder From Costa Rica Has A Parrot Painted On It,"2,00","11,00","18,71",,"205,81",,,GB43GWNQ35698576247255,
